word,score,polarity,abs_score
1兒巴经,0.5555555555555556,positive,0.5555555555555556
8错,0.3333333333333333,positive,0.3333333333333333
Cool毙,0.7777777777777778,positive,0.7777777777777778
一不做，二不休,0.7777777777777778,positive,0.7777777777777778
一世之雄,0.7777777777777778,positive,0.7777777777777778
一世龙门,0.7777777777777778,positive,0.7777777777777778
一丝不苟,0.7777777777777778,positive,0.7777777777777778
一个心眼儿,1.0,positive,1.0
一举两得,0.5555555555555556,positive,0.5555555555555556
一举千里,1.0,positive,1.0
一举成名,0.7777777777777778,positive,0.7777777777777778
一二九运动,0.5555555555555556,positive,0.5555555555555556
一五一十,1.0,positive,1.0
一介不取,0.7777777777777778,positive,0.7777777777777778
一代风流,0.7777777777777778,positive,0.7777777777777778
一以当十,0.7777777777777778,positive,0.7777777777777778
一以贯之,0.5555555555555556,positive,0.5555555555555556
一体同心,0.5555555555555556,positive,0.5555555555555556
一倡百和,0.1111111111111111,positive,0.1111111111111111
一刻千金,1.0,positive,1.0
一双两好,0.3333333333333333,positive,0.3333333333333333
一发破的,0.8888888888888888,positive,0.8888888888888888
一叶知秋,1.0,positive,1.0
一呼百应,0.3333333333333333,positive,0.3333333333333333
一呼百诺,1.0,positive,1.0
一团和气,0.1111111111111111,positive,0.1111111111111111
一块石头落了地,0.7777777777777778,positive,0.7777777777777778
一夫当关，万夫莫开,0.5555555555555556,positive,0.5555555555555556
一字不苟,0.3333333333333333,positive,0.3333333333333333
一字褒贬,0.8888888888888888,positive,0.8888888888888888
一定之规,0.3333333333333333,positive,0.3333333333333333
一家之言,0.3333333333333333,positive,0.3333333333333333
一尘不染,0.5555555555555556,positive,0.5555555555555556
一帆风顺,0.5555555555555556,positive,0.5555555555555556
一干二净,1.0,positive,1.0
一床两好,0.3333333333333333,positive,0.3333333333333333
一往无前,0.5555555555555556,positive,0.5555555555555556
一得之功,0.1111111111111111,positive,0.1111111111111111
一德一心,0.7777777777777778,positive,0.7777777777777778
一心一德,0.7777777777777778,positive,0.7777777777777778
一心一意,1.0,positive,1.0
一挥而就,0.3333333333333333,positive,0.3333333333333333
一改故辙,0.5555555555555556,positive,0.5555555555555556
一方平安,0.5555555555555556,positive,0.5555555555555556
一无所失,0.7777777777777778,positive,0.7777777777777778
一日之长,0.5555555555555556,positive,0.5555555555555556
一日九迁,0.7777777777777778,positive,0.7777777777777778
一日千里,0.5555555555555556,positive,0.5555555555555556
一是一,0.3333333333333333,positive,0.3333333333333333
一望而知,0.3333333333333333,positive,0.3333333333333333
一板三眼,0.5555555555555556,positive,0.5555555555555556
一板正经,1.0,positive,1.0
一枝独秀,0.7777777777777778,positive,0.7777777777777778
一柱擎天,0.7777777777777778,positive,0.7777777777777778
一树百获,0.7777777777777778,positive,0.7777777777777778
一步一个脚印,0.5555555555555556,positive,0.5555555555555556
一步一个脚印儿,1.0,positive,1.0
一民同俗,1.0,positive,1.0
一流,0.7777777777777778,positive,0.7777777777777778
一清二楚,0.5555555555555556,positive,0.5555555555555556
一清二白,0.5555555555555556,positive,0.5555555555555556
一清如水,0.7777777777777778,positive,0.7777777777777778
一片丹心,0.5555555555555556,positive,0.5555555555555556
一片至诚,0.5555555555555556,positive,0.5555555555555556
一狐之腋,0.5555555555555556,positive,0.5555555555555556
一琴一鹤,0.7777777777777778,positive,0.7777777777777778
一瓣心香,0.5555555555555556,positive,0.5555555555555556
一登龙门,0.3333333333333333,positive,0.3333333333333333
一目十行,0.3333333333333333,positive,0.3333333333333333
一碗水端平,1.0,positive,1.0
一秉至公,0.7777777777777778,positive,0.7777777777777778
一笑干金,0.7777777777777778,positive,0.7777777777777778
一笔一划,0.7777777777777778,positive,0.7777777777777778
一笔不苟,1.0,positive,1.0
一箭双雕,0.5555555555555556,positive,0.5555555555555556
一级,1.0,positive,1.0
一统天下,1.0,positive,1.0
一臂之力,0.1111111111111111,positive,0.1111111111111111
一若以往,1.0,positive,1.0
一衣带水,0.7777777777777778,positive,0.7777777777777778
一表人才,0.5555555555555556,positive,0.5555555555555556
一表堂堂,0.5555555555555556,positive,0.5555555555555556
一表非俗,0.3333333333333333,positive,0.3333333333333333
一表非凡,1.0,positive,1.0
一视同仁,0.1111111111111111,positive,0.1111111111111111
一言九鼎,0.6666666666666666,positive,0.6666666666666666
一言以蔽之,0.7777777777777778,positive,0.7777777777777778
一言既出，驷马难追,0.5555555555555556,positive,0.5555555555555556
一语破的,0.5555555555555556,positive,0.5555555555555556
一诺千金,0.7777777777777778,positive,0.7777777777777778
一诺干金,0.7777777777777778,positive,0.7777777777777778
一路福星　,0.5555555555555556,positive,0.5555555555555556
一路顺风,0.5555555555555556,positive,0.5555555555555556
一蹴而就,0.7777777777777778,positive,0.7777777777777778
一身是胆,0.5555555555555556,positive,0.5555555555555556
一身正气,1.0,positive,1.0
一身清白,0.7777777777777778,positive,0.7777777777777778
一身都是胆,0.5555555555555556,positive,0.5555555555555556
一轨同风,1.0,positive,1.0
一针见血,0.5555555555555556,positive,0.5555555555555556
一门心思,1.0,positive,1.0
一颦一笑,1.0,positive,1.0
一颦一笑胁肩谄笑,1.0,positive,1.0
一饭千金,0.5555555555555556,positive,0.5555555555555556
一马当先,0.7777777777777778,positive,0.7777777777777778
一鸣惊人,0.7777777777777778,positive,0.7777777777777778
一鼓作气,0.5555555555555556,positive,0.5555555555555556
丁一卯二,0.3333333333333333,positive,0.3333333333333333
丁一确二,0.3333333333333333,positive,0.3333333333333333
丁忧,0.7777777777777778,positive,0.7777777777777778
丁是丁，卯是卯,0.5555555555555556,positive,0.5555555555555556
丁香,1.0,positive,1.0
七步之才,0.3333333333333333,positive,0.3333333333333333
七步八叉,0.5555555555555556,positive,0.5555555555555556
七步成章,0.3333333333333333,positive,0.3333333333333333
七步成诗,0.7777777777777778,positive,0.7777777777777778
七窍玲珑,0.5555555555555556,positive,0.5555555555555556
七行俱下,0.3333333333333333,positive,0.3333333333333333
七贞九烈,0.7777777777777778,positive,0.7777777777777778
万事亨通,0.7777777777777778,positive,0.7777777777777778
万人空巷,1.0,positive,1.0
万众一心,0.7777777777777778,positive,0.7777777777777778
万全之策,0.5555555555555556,positive,0.5555555555555556
万古千秋,0.8888888888888888,positive,0.8888888888888888
万古流芳,1.0,positive,1.0
万古长青,1.0,positive,1.0
万夫不当,0.7777777777777778,positive,0.7777777777777778
万夫莫当,1.0,positive,1.0
万家生佛,0.7777777777777778,positive,0.7777777777777778
万寿无疆,0.5555555555555556,positive,0.5555555555555556
万寿无疆　,1.0,positive,1.0
万无一失,1.0,positive,1.0
万流景仰,0.7777777777777778,positive,0.7777777777777778
万紫千红,0.5555555555555556,positive,0.5555555555555556
万象更新,0.7777777777777778,positive,0.7777777777777778
万里江河,1.0,positive,1.0
万顷之陂,0.5555555555555556,positive,0.5555555555555556
万马奔腾,1.0,positive,1.0
三个臭皮匠，合成一个葛亮,0.7777777777777778,positive,0.7777777777777778
三十而立,0.5555555555555556,positive,0.5555555555555556
三台八座,0.5555555555555556,positive,0.5555555555555556
三吐三握,0.5555555555555556,positive,0.5555555555555556
三复斯言,0.5555555555555556,positive,0.5555555555555556
三头八臂,0.5555555555555556,positive,0.5555555555555556
三头六臂,0.5555555555555556,positive,0.5555555555555556
三头六证,0.5555555555555556,positive,0.5555555555555556
三好,0.5555555555555556,positive,0.5555555555555556
三寸不烂之舌,0.5555555555555556,positive,0.5555555555555556
三寸之舌,0.7777777777777778,positive,0.7777777777777778
三年不窥园,0.7777777777777778,positive,0.7777777777777778
三年化碧,0.5555555555555556,positive,0.5555555555555556
三思而行,0.1111111111111111,positive,0.1111111111111111
三户亡秦,0.5555555555555556,positive,0.5555555555555556
三星高照,0.3333333333333333,positive,0.3333333333333333
三朝元老,0.5555555555555556,positive,0.5555555555555556
三槐九棘,0.5555555555555556,positive,0.5555555555555556
三沐三薰,0.5555555555555556,positive,0.5555555555555556
三清四白,0.5555555555555556,positive,0.5555555555555556
三臡八菹,0.5555555555555556,positive,0.5555555555555556
三谏之义,0.5555555555555556,positive,0.5555555555555556
三贞九烈,0.5555555555555556,positive,0.5555555555555556
三贞五烈,0.5555555555555556,positive,0.5555555555555556
三跪九叩,0.5555555555555556,positive,0.5555555555555556
三过其门而不入,1.0,positive,1.0
三釁三浴,0.5555555555555556,positive,0.5555555555555556
三阳交泰,0.5555555555555556,positive,0.5555555555555556
三阳开泰,0.7777777777777778,positive,0.7777777777777778
三顾茅庐,0.1111111111111111,positive,0.1111111111111111
三顾茅庐　,0.7777777777777778,positive,0.7777777777777778
三顾草庐,0.5555555555555556,positive,0.5555555555555556
上上,0.7777777777777778,positive,0.7777777777777778
上下一心,0.5555555555555556,positive,0.5555555555555556
上下同心,0.5555555555555556,positive,0.5555555555555556
上下同欲,0.5555555555555556,positive,0.5555555555555556
上乘,0.5555555555555556,positive,0.5555555555555556
上书,0.5555555555555556,positive,0.5555555555555556
上交不谄,0.3333333333333333,positive,0.3333333333333333
上人,0.3333333333333333,positive,0.3333333333333333
上劲,0.3333333333333333,positive,0.3333333333333333
上升,0.3333333333333333,positive,0.3333333333333333
上品,0.7777777777777778,positive,0.7777777777777778
上坟,0.5555555555555556,positive,0.5555555555555556
上天入地,0.5555555555555556,positive,0.5555555555555556
上好,0.5555555555555556,positive,0.5555555555555556
上宾,0.5555555555555556,positive,0.5555555555555556
上将,0.5555555555555556,positive,0.5555555555555556
上峰,0.3333333333333333,positive,0.3333333333333333
上座,0.5555555555555556,positive,0.5555555555555556
上房,0.5555555555555556,positive,0.5555555555555556
上手,0.7777777777777778,positive,0.7777777777777778
上报,0.3333333333333333,positive,0.3333333333333333
上校,0.3333333333333333,positive,0.3333333333333333
上照,0.3333333333333333,positive,0.3333333333333333
上第,0.5555555555555556,positive,0.5555555555555556
上等,0.5555555555555556,positive,0.5555555555555556
上等兵,0.5555555555555556,positive,0.5555555555555556
上策,0.3333333333333333,positive,0.3333333333333333
上级,0.3333333333333333,positive,0.3333333333333333
上缴,0.3333333333333333,positive,0.3333333333333333
上辈,0.3333333333333333,positive,0.3333333333333333
上进,0.4444444444444444,positive,0.4444444444444444
上镜,0.5555555555555556,positive,0.5555555555555556
上风,0.1111111111111111,positive,0.1111111111111111
下情上达,0.7777777777777778,positive,0.7777777777777778
下笔千言,0.3333333333333333,positive,0.3333333333333333
下笔成章,0.5555555555555556,positive,0.5555555555555556
下笔成篇,0.7777777777777778,positive,0.7777777777777778
下笔有神,0.5555555555555556,positive,0.5555555555555556
下车泣罪,0.7777777777777778,positive,0.7777777777777778
下阪走丸,0.7777777777777778,positive,0.7777777777777778
不下于,0.5555555555555556,positive,0.5555555555555556
不世之功,1.0,positive,1.0
不丰不杀,0.5555555555555556,positive,0.5555555555555556
不为五斗米折腰,0.7777777777777778,positive,0.7777777777777778
不主故常,0.3333333333333333,positive,0.3333333333333333
不亢不卑,0.7777777777777778,positive,0.7777777777777778
不亦乐乎,0.5555555555555556,positive,0.5555555555555556
不以一眚掩大德,0.1111111111111111,positive,0.1111111111111111
不以人废言,0.5555555555555556,positive,0.5555555555555556
不伐其功,0.3333333333333333,positive,0.3333333333333333
不俗,0.5555555555555556,positive,0.5555555555555556
不偏不倚,0.5555555555555556,positive,0.5555555555555556
不偏不党,0.5555555555555556,positive,0.5555555555555556
不凡,1.0,positive,1.0
不分彼此,0.7777777777777778,positive,0.7777777777777778
不分畛域,0.5555555555555556,positive,0.5555555555555556
不刊之论,0.5555555555555556,positive,0.5555555555555556
不务空名,0.5555555555555556,positive,0.5555555555555556
不卑不亢,0.5555555555555556,positive,0.5555555555555556
不即不离,0.3333333333333333,positive,0.3333333333333333
不厌其烦,0.5555555555555556,positive,0.5555555555555556
不厌其详,0.3333333333333333,positive,0.3333333333333333
不召而来,0.5555555555555556,positive,0.5555555555555556
不可多得,0.5555555555555556,positive,0.5555555555555556
不可或缺,0.3333333333333333,positive,0.3333333333333333
不可磨灭,1.0,positive,1.0
不可胜言,0.8888888888888888,positive,0.8888888888888888
不同凡响,1.0,positive,1.0
不同流俗,0.5555555555555556,positive,0.5555555555555556
不名一格,0.5555555555555556,positive,0.5555555555555556
不吐不茹,0.5555555555555556,positive,0.5555555555555556
不吝,0.3333333333333333,positive,0.3333333333333333
不吝金玉,0.5555555555555556,positive,0.5555555555555556
不含糊,0.5555555555555556,positive,0.5555555555555556
不图,0.5555555555555556,positive,0.5555555555555556
不在话下,0.5555555555555556,positive,0.5555555555555556
不塞不流，不止不行,0.7777777777777778,positive,0.7777777777777778
不大离,0.5555555555555556,positive,0.5555555555555556
不失为,0.5555555555555556,positive,0.5555555555555556
不失毫厘,0.3333333333333333,positive,0.3333333333333333
不夷不惠,0.3333333333333333,positive,0.3333333333333333
不如,0.5555555555555556,positive,0.5555555555555556
不媿下学,0.5555555555555556,positive,0.5555555555555556
不存芥蒂,0.7777777777777778,positive,0.7777777777777778
不容置辩,0.5555555555555556,positive,0.5555555555555556
不屈,0.5555555555555556,positive,0.5555555555555556
不屈不挠,0.7777777777777778,positive,0.7777777777777778
不差毫发,0.3333333333333333,positive,0.3333333333333333
不平则鸣,0.7777777777777778,positive,0.7777777777777778
不废江河,0.5555555555555556,positive,0.5555555555555556
不弃草昧　,0.5555555555555556,positive,0.5555555555555556
不徇私情,0.5555555555555556,positive,0.5555555555555556
不徐不疾,0.3333333333333333,positive,0.3333333333333333
不得了,1.0,positive,1.0
不得其所,0.5555555555555556,positive,0.5555555555555556
不忍释手,0.7777777777777778,positive,0.7777777777777778
不忘故剑,0.3333333333333333,positive,0.3333333333333333
不忘沟壑,0.7777777777777778,positive,0.7777777777777778
不忮不求,0.5555555555555556,positive,0.5555555555555556
不念旧恶,0.5555555555555556,positive,0.5555555555555556
不怕,0.5555555555555556,positive,0.5555555555555556
"不怨天,不尤人",0.5555555555555556,positive,0.5555555555555556
不恶而严,0.7777777777777778,positive,0.7777777777777778
不患,0.5555555555555556,positive,0.5555555555555556
不惜,0.7777777777777778,positive,0.7777777777777778
