word,score,polarity,abs_score
一口吸尽西江水,-0.5555555555555556,negative,0.5555555555555556
一团和气,0.1111111111111111,positive,0.1111111111111111
一尘不染,0.5555555555555556,positive,0.5555555555555556
一清如水,0.7777777777777778,positive,0.7777777777777778
一潭死水,-0.7777777777777778,negative,0.7777777777777778
一犬吠形，百犬吠声,-0.7777777777777778,negative,0.7777777777777778
一衣带水,0.7777777777777778,positive,0.7777777777777778
一败如水,-0.7777777777777778,negative,0.7777777777777778
一身正气,1.0,positive,1.0
一鼓作气,0.5555555555555556,positive,0.5555555555555556
一鼻孔出气,-0.5555555555555556,negative,0.5555555555555556
下气怡声,-0.1111111111111111,negative,0.1111111111111111
不景气,-0.7777777777777778,negative,0.7777777777777778
不泄气,0.1111111111111111,positive,0.1111111111111111
不露声色,0.3333333333333333,positive,0.3333333333333333
严整,0.5555555555555556,positive,0.5555555555555556
义气,0.5555555555555556,positive,0.5555555555555556
乌烟瘴气,-0.3333333333333333,negative,0.3333333333333333
乐山乐水,0.7777777777777778,positive,0.7777777777777778
习染,-0.7777777777777778,negative,0.7777777777777778
习气,-0.1111111111111111,negative,0.1111111111111111
乳声乳气,-0.5555555555555556,negative,0.5555555555555556
争气,0.5555555555555556,positive,0.5555555555555556
五光十色,0.5555555555555556,positive,0.5555555555555556
五颜六色,0.3333333333333333,positive,0.3333333333333333
亡国之声,-0.7777777777777778,negative,0.7777777777777778
亢心憍气,-0.3333333333333333,negative,0.3333333333333333
产褥感染,-0.7777777777777778,negative,0.7777777777777778
人渣,-1.0,negative,1.0
人物,0.7777777777777778,positive,0.7777777777777778
仙境,0.5555555555555556,positive,0.5555555555555556
仙风道气,0.5555555555555556,positive,0.5555555555555556
令人生气,-0.5555555555555556,negative,0.5555555555555556
以水救水,-0.5555555555555556,negative,0.5555555555555556
以石投水,0.3333333333333333,positive,0.3333333333333333
伟大,0.5555555555555556,positive,0.5555555555555556
伤口,-0.3333333333333333,negative,0.3333333333333333
体罚,-0.5555555555555556,negative,0.5555555555555556
佳境,0.7777777777777778,positive,0.7777777777777778
使心彆气,-0.5555555555555556,negative,0.5555555555555556
使性傍气,-0.5555555555555556,negative,0.5555555555555556
使性摜气,-0.5555555555555556,negative,0.5555555555555556
使性谤气,-0.5555555555555556,negative,0.5555555555555556
侠气,0.5555555555555556,positive,0.5555555555555556
俗气,-0.5555555555555556,negative,0.5555555555555556
保不住,0.5555555555555556,positive,0.5555555555555556
保不定,0.5555555555555556,positive,0.5555555555555556
保不齐,0.5555555555555556,positive,0.5555555555555556
保养,0.7777777777777778,positive,0.7777777777777778
保境息民,0.5555555555555556,positive,0.5555555555555556
保家卫国,0.5555555555555556,positive,0.5555555555555556
保残守缺,-0.7777777777777778,negative,0.7777777777777778
保泰持盈,0.5555555555555556,positive,0.5555555555555556
保盈持泰,0.5555555555555556,positive,0.5555555555555556
保重,0.7777777777777778,positive,0.7777777777777778
保障,0.7777777777777778,positive,0.7777777777777778
信赏必罚,0.7777777777777778,positive,0.7777777777777778
修旧利废,0.5555555555555556,positive,0.5555555555555556
借口,-0.5555555555555556,negative,0.5555555555555556
倦尾赤色,-1.0,negative,1.0
假人辞色,0.5555555555555556,positive,0.5555555555555556
假以辞色,0.3333333333333333,positive,0.3333333333333333
假誉驰声,-0.5555555555555556,negative,0.5555555555555556
偌大,0.3333333333333333,positive,0.3333333333333333
偏废,-0.3333333333333333,negative,0.3333333333333333
偷声细气,-0.7777777777777778,negative,0.7777777777777778
傲气,-0.5555555555555556,negative,0.5555555555555556
傲物,-0.5555555555555556,negative,0.5555555555555556
傻里傻气,-0.5555555555555556,negative,0.5555555555555556
元气,0.5555555555555556,positive,0.5555555555555556
元龙豪气,0.3333333333333333,positive,0.3333333333333333
光大,0.6666666666666666,positive,0.6666666666666666
冰寒于水,0.5555555555555556,positive,0.5555555555555556
冰寒於水,0.5555555555555556,positive,0.5555555555555556
冰清玉洁,0.5555555555555556,positive,0.5555555555555556
凡事预则立，不预则废,0.3333333333333333,positive,0.3333333333333333
凶气,-0.5555555555555556,negative,0.5555555555555556
出色,0.5555555555555556,positive,0.5555555555555556
刚气,0.5555555555555556,positive,0.5555555555555556
勇气,0.5555555555555556,positive,0.5555555555555556
匀整,0.3333333333333333,positive,0.3333333333333333
化境,0.7777777777777778,positive,0.7777777777777778
十光五色,0.5555555555555556,positive,0.5555555555555556
千山万水,-0.7777777777777778,negative,0.7777777777777778
半涂而废,-0.7777777777777778,negative,0.7777777777777778
半途而废,-0.5555555555555556,negative,0.5555555555555556
卑污,-0.7777777777777778,negative,0.7777777777777778
博大,0.5555555555555556,positive,0.5555555555555556
危机,-0.5555555555555556,negative,0.5555555555555556
危殆,-0.7777777777777778,negative,0.7777777777777778
危言正色,0.7777777777777778,positive,0.7777777777777778
双瞳剪水,0.3333333333333333,positive,0.3333333333333333
受气,-0.5555555555555556,negative,0.5555555555555556
受罚,-0.5555555555555556,negative,0.5555555555555556
变色,-0.3333333333333333,negative,0.3333333333333333
口口声声,-0.7777777777777778,negative,0.7777777777777778
口惠,-0.5555555555555556,negative,0.5555555555555556
口舌,-0.3333333333333333,negative,0.3333333333333333
口角,-0.3333333333333333,negative,0.3333333333333333
古香古色,0.3333333333333333,positive,0.3333333333333333
可气,-0.3333333333333333,negative,0.3333333333333333
右军习气,-0.5555555555555556,negative,0.5555555555555556
右军習气,-0.5555555555555556,negative,0.5555555555555556
合口,0.3333333333333333,positive,0.3333333333333333
同声共气,0.7777777777777778,positive,0.7777777777777778
同声同气,1.0,positive,1.0
同流合污,-0.7777777777777778,negative,0.7777777777777778
名气,0.7777777777777778,positive,0.7777777777777778
名物,0.7777777777777778,positive,0.7777777777777778
君子之交淡如水,0.7777777777777778,positive,0.7777777777777778
君子之接如水,0.7777777777777778,positive,0.7777777777777778
吞声忍气,-0.7777777777777778,negative,0.7777777777777778
吞声饮气,-0.7777777777777778,negative,0.7777777777777778
吠形吠声,-0.3333333333333333,negative,0.3333333333333333
吠影吠声,-0.5555555555555556,negative,0.5555555555555556
含垢纳污,-0.7777777777777778,negative,0.7777777777777778
吹大气,-0.7777777777777778,negative,0.7777777777777778
呆气,-0.5555555555555556,negative,0.5555555555555556
和和气气,0.5555555555555556,positive,0.5555555555555556
和容悦色,0.5555555555555556,positive,0.5555555555555556
和气,0.1111111111111111,positive,0.1111111111111111
和颜悦色,0.5555555555555556,positive,0.5555555555555556
和颜说色,0.5555555555555556,positive,0.5555555555555556
和额悦色,0.3333333333333333,positive,0.3333333333333333
咳声叹气,-0.5555555555555556,negative,0.5555555555555556
唉声叹气,-0.5555555555555556,negative,0.5555555555555556
唯唯连声,-0.5555555555555556,negative,0.5555555555555556
啜菽饮水,-0.1111111111111111,negative,0.1111111111111111
喏喏连声,-0.5555555555555556,negative,0.5555555555555556
喜形于色,0.5555555555555556,positive,0.5555555555555556
喜形於色,0.7777777777777778,positive,0.7777777777777778
喜怒不形于色,0.3333333333333333,positive,0.3333333333333333
喜气,0.5555555555555556,positive,0.5555555555555556
喜色,0.5555555555555556,positive,0.5555555555555556
喜见於色,0.7777777777777778,positive,0.7777777777777778
喧噪,-1.0,negative,1.0
嗲声嗲气,-0.3333333333333333,negative,0.3333333333333333
噪嚷,-0.3333333333333333,negative,0.3333333333333333
噪聒,-0.5555555555555556,negative,0.5555555555555556
噪音,-0.3333333333333333,negative,0.3333333333333333
回肠伤气,0.7777777777777778,positive,0.7777777777777778
回肠荡气,0.7777777777777778,positive,0.7777777777777778
回黄转绿,-0.3333333333333333,negative,0.3333333333333333
困境,-0.7777777777777778,negative,0.7777777777777778
固执,-0.5555555555555556,negative,0.5555555555555556
固执己见,-0.5555555555555556,negative,0.5555555555555556
固执已见,-0.5555555555555556,negative,0.5555555555555556
固执成见,-0.5555555555555556,negative,0.5555555555555556
固步自封,-0.5555555555555556,negative,0.5555555555555556
固若金汤,0.5555555555555556,positive,0.5555555555555556
土得掉渣,-1.0,negative,1.0
土气,-0.5555555555555556,negative,0.5555555555555556
